Thw,Thwi,Tcw,Tcwi,mc,Thwo
63,60.1,15.4,14.9,3,52.4
63,60.1,15.5,14.9,3,52.4
63,60.1,15.5,14.9,3,52.4
63,60.1,15.5,14.9,3,52.4
63,60.1,15.5,14.9,3,52.4
62.9,60.1,15.4,14.9,2.9,52.4
63,60.1,15.5,14.9,3,52.4
62.9,60.1,15.5,14.9,3,52.4
62.8,60.1,15.5,14.9,3,52.4
62.8,60.1,15.5,14.9,3,52.4
62.8,60.1,15.5,15,2.9,52.4
62.7,59.9,15.5,15,3,52.4
62.7,59.9,15.5,15,3,52.4
62.7,59.9,15.5,15,3,52.4
62.6,60.1,15.5,15,2.9,52.4
62.6,60.1,15.5,15,2.9,52.3
62.6,60.1,15.5,15,3,52.7
62.5,59.9,15.5,15,3,52.7
62.5,59.9,15.4,15,3,52.7
62.6,59.9,15.5,15,3,52.7
62.6,59.9,15.5,15,3,52.7
62.5,59.9,15.5,14.9,3,52.7
62.5,59.9,15.5,14.9,3,52.7
62.5,59.9,15.5,14.9,3,52.7
62.3,59.9,15.4,14.9,3,52.7
62.4,59.9,15.5,14.9,3,52.7
62.5,59.9,15.5,14.9,3,52.7
62.4,59.9,15.5,14.9,3,52.7
62.3,59.9,15.5,14.9,3,52.4
62.2,59.9,15.5,14.9,3,52.3
62.2,59.9,15.6,14.9,3,52.3
62.2,59.9,15.5,14.9,3,52.3
62.2,59.9,15.6,14.9,3,52.3
62.1,59.9,15.5,14.9,3,52.3
62,59.9,15.4,14.9,3,52.3
62,59.9,15.5,14.9,2.9,52.3
61.9,59.9,15.5,14.9,3,52.1
61.9,59.9,15.6,14.9,2.9,52.1
63.5,59.9,15.4,14.9,4,50.7
63.5,59.9,15.4,14.9,4,50.7
63.4,59.9,15.4,14.9,4.1,50.7
63.6,59.9,15.4,14.9,4,50.7
63.5,59.9,15.5,14.9,4,50.7
63.5,59.9,15.4,14.9,4,50.7
63.5,59.9,15.4,14.9,4,50.7
63.4,59.9,15.4,14.9,4,50.9
63.6,59.9,15.4,14.9,4.1,50.8
63.6,59.9,15.5,14.9,4,50.9
63.5,59.9,15.5,14.9,4,50.8
63.5,59.9,15.4,14.9,4,50.8
63.4,59.9,15.4,14.9,4,50.8
63.5,59.9,15.4,14.9,4,50.8
63.6,59.9,15.5,14.9,4,51.1
63.6,59.9,15.5,14.9,4,51.1
63.4,59.9,15.5,14.9,4,51.1
63.5,59.9,15.5,14.9,4,51.1
63.5,59.9,15.5,14.9,4,51.1
63.4,59.9,15.5,14.9,4,51.1
63.6,59.9,15.5,14.9,4,51.1
63.5,60.1,15.4,14.9,4,51.1
63.6,60.1,15.5,14.9,4,51.1
63.5,59.9,15.4,14.9,4,51.1
63.5,59.9,15.4,14.9,4,51.1
63.4,59.9,15.4,14.9,4,51.1
63.5,59.9,15.4,14.9,4,51.1
63.5,60.1,15.4,14.9,4,51.1
63.4,60.1,15.4,14.9,4.1,51.1
63.5,60.1,15.4,14.9,4,51.1
63.5,60.1,15.4,14.9,4,51.1
63.5,60.1,15.5,14.9,4,51.1
63.5,60.1,15.4,14.9,4,51.1
63.4,60.1,15.5,14.9,4.1,51.1
63.4,60.1,15.4,14.9,3.9,51.1
63.4,60.1,15.5,14.9,4,51.1
63.5,60.1,15.5,14.9,4,51.1
63.6,60.1,15.4,14.9,4,51.1
63.5,60.1,15.4,14.9,3.9,51.1
63.4,60.1,15.4,14.9,4,51.1
63.5,60.1,15.4,14.9,4.1,51.1
63.5,60.1,15.5,14.9,4,51.1
63.4,60.1,15.4,14.9,4.1,51.1
63.4,60.1,15.5,14.9,4.1,51.1
63.5,60.1,15.4,14.9,4,51.1
63.4,60.1,15.4,14.9,4.1,51.1
63.6,60.1,15.5,14.9,4.1,51.1
63.6,60.1,15.4,14.9,4,51.1
63.4,60.1,15.5,14.9,4,51.1
63.6,60.1,15.4,14.9,4,51.1
63.5,60.1,15.4,14.9,4,51.1
63.5,60.1,15.5,14.9,4,51.1
63.5,60.1,15.5,14.9,3.9,51.1
63.5,60.1,15.5,14.9,4.1,51.1
63.6,60.1,15.5,14.9,4,51.1
63.5,60.1,15.4,14.9,4,51.1
63.4,60.1,15.5,14.9,4.1,51.1
63.5,60.1,15.4,14.9,4.1,51.1
63.4,60.1,15.5,14.9,4.1,51.1
63.4,60.1,15.4,14.9,4,51.1
63.5,60.1,15.5,14.9,4.1,51.1
63.5,60.1,15.4,14.9,4.1,51.1
63.5,60.1,15.5,14.9,4,51.1
63.5,60.1,15.4,14.9,3.9,51.1
63.5,60.1,15.4,14.9,4,51.1
63.4,60.1,15.4,14.9,4,51.1
63.4,60.1,15.4,14.9,4,51.1
63.4,60.1,15.4,14.9,4.1,51.1
63.4,60.1,15.4,14.9,4,51.1
63.5,60.1,15.4,14.9,4,51.1
63.5,60.1,15.4,14.9,4.1,51.1
63.5,60.1,15.5,14.9,4.1,51.1
63.5,60.1,15.5,14.9,4,51.1
63.5,60.1,15.5,14.9,4.1,51.1
63.3,60.1,15.5,14.9,4,51.1
63.4,60.1,15.5,14.9,4,51.1
63.3,60.1,15.5,14.9,4,51.1
63.4,60.1,15.5,14.9,4,51.1
63.5,60.1,15.4,14.9,4,51.1
63.4,60.1,15.6,14.9,4,51.1
63.5,60.1,15.6,14.9,4,51.1
63.5,60.1,15.6,14.9,4,51.1
63.5,60.1,15.5,14.9,4,51.1
63.5,60.1,15.6,14.9,4.1,51.1
63.5,60.1,15.5,14.9,4,51.1
63.5,60.1,15.4,14.9,4,51.1
63.4,60.1,15.5,14.9,4,51.1
63.4,60.1,15.5,14.9,4,51.1
63.5,60.1,15.5,14.9,4,51.1
63.5,60.1,15.5,14.9,4.1,51.1
63.5,60.1,15.5,14.9,4,51.1
63.5,60.1,15.5,14.9,4.1,50.9
63.4,60.1,15.5,14.9,4.1,50.9
63.5,60.1,15.5,14.9,4.1,50.9
63.5,60.1,15.5,14.9,4,50.9
63.4,60.1,15.5,14.9,4.1,50.9
63.5,60.1,15.5,14.9,4.1,50.9
63.3,60.1,15.5,14.9,4,50.9
63.4,60.1,15.5,14.9,4.1,50.9
63.4,60.1,15.5,14.9,4,50.9
63.4,60.1,15.5,14.9,4,50.9
63.4,60.1,15.5,14.9,4,50.9
63.4,60.1,15.5,14.9,4,50.9
63.4,60.1,15.5,14.9,4,50.9
63.4,60.1,15.5,14.9,4,50.9
63.4,60.1,15.4,14.9,4.1,50.9
63.6,60.1,15.5,14.9,4,50.9
63.4,60.1,15.5,14.9,4,50.9
63.4,60.1,15.5,14.9,4.1,50.9
63.4,60.1,15.5,14.9,4,50.9
63.4,60.1,15.5,14.9,4,50.9
63.4,60.1,15.4,14.9,4,50.9
63.5,60.1,15.5,14.9,4,50.9
63.4,60.1,15.5,14.9,4,50.9
63.4,60.1,15.5,14.9,4.1,50.9
63.4,60.1,15.5,14.9,4,50.9
63.4,60.1,15.5,14.9,4.1,50.9
63.4,60.1,15.5,14.9,4,50.9
63.4,60.1,15.5,14.9,4,50.9
63.5,59.9,15.4,14.9,5.1,49.3
63.5,59.9,15.3,14.9,5,49.3
63.5,59.9,15.3,14.9,5,49.3
63.5,59.9,15.4,14.9,5.1,49.3
63.5,59.9,15.3,14.9,5,49.3
63.5,59.9,15.3,14.9,5,49.3
63.6,59.9,15.4,14.9,5,49.3
63.6,59.9,15.3,14.9,5,49.5
63.6,59.9,15.4,14.9,5,49.5
63.5,59.9,15.3,14.9,5,49.5
63.6,59.9,15.4,14.9,5,49.5
63.6,59.9,15.3,14.9,5,49.5
63.6,59.9,15.4,14.9,5.1,49.5
63.5,59.9,15.3,14.9,5,49.5
63.6,59.9,15.3,14.9,4.9,49.5
63.5,59.9,15.4,14.9,5,49.5
63.6,59.9,15.3,14.9,5,49.6
63.5,59.9,15.3,14.9,5.1,49.6
63.6,59.9,15.3,14.9,5,49.6
63.6,59.9,15.3,14.9,5,49.6
63.5,59.9,15.3,14.9,5,49.6
63.5,59.9,15.3,14.9,5,49.6
63.5,59.9,15.3,14.9,5,49.6
63.5,59.9,15.3,14.9,5,49.6
63.5,59.9,15.3,14.9,5,49.6
63.5,59.9,15.3,14.9,5,49.6
63.5,59.9,15.3,14.9,5,49.6
63.4,59.9,15.3,14.9,5.1,49.6
63.3,59.9,15.3,14.9,5.1,49.6
63.4,59.9,15.3,14.9,5,49.6
63.4,59.9,15.2,14.9,5.1,49.7
63.5,59.9,15.3,14.9,5,49.7
63.5,59.9,15.3,14.9,5,49.7
63.4,59.9,15.3,14.9,4.9,49.7
63.5,59.9,15.4,14.9,5.1,49.7
63.4,59.9,15.4,14.9,5,49.7
63.5,59.9,15.3,14.9,5,49.8
63.5,59.9,15.3,14.9,5,49.8
63.4,59.9,15.2,14.9,5.1,49.8
63.4,59.9,15.3,14.9,5,49.8
63.4,59.9,15.4,14.9,5.1,49.8
63.4,59.9,15.2,14.9,5,49.8
63.4,59.9,15.3,14.9,5,49.8
63.5,59.9,15.3,14.9,5,49.8
63.4,59.9,15.3,14.9,5,49.8
63.3,59.9,15.4,14.9,5,49.8
63.4,59.9,15.2,14.9,5,49.8
63.3,59.9,15.4,14.9,5,49.8
63.4,59.9,15.2,14.9,5,49.8
63.3,59.9,15.3,14.9,5.1,49.8
63.3,59.9,15.2,14.9,5,49.9
63.5,59.9,15.2,14.9,5.1,49.8
63.4,59.9,15.3,14.9,5,49.8
63.4,59.9,15.3,14.9,5,49.8
63.4,59.9,15.2,14.9,5,49.8
63.4,59.9,15.3,14.9,5.1,49.8
63.4,59.9,15.2,14.9,5,49.8
63.4,59.9,15.2,14.9,5.1,49.8
63.3,59.9,15.3,14.9,5,49.7
63.3,59.9,15.3,14.9,5,49.8
63.3,59.9,15.4,14.9,5,49.7
63.3,60.1,15.3,14.9,5.1,49.7
63.3,60.1,15.2,14.9,5,49.8
63.3,60.1,15.2,14.9,5,49.8
63.3,60.1,15.3,14.9,5,49.7
63.3,60.1,15.2,14.9,5,49.7
63.3,60.1,15.2,14.9,5,49.7
63.3,60.1,15.2,14.9,5,49.7
63.3,60.1,15.2,14.9,5,49.7
63.3,60.1,15.2,14.9,5.1,49.7
63.3,59.9,15.3,14.9,5.1,49.7
63.3,59.9,15.2,14.9,5,49.7
63.2,59.9,15.2,14.9,5,49.7
63.2,59.9,15.2,14.9,5.1,50.2
63.2,59.9,15.1,14.9,5,50.2
63.2,59.9,15.2,14.9,5.1,49.7
63.2,60,15.2,14.9,5.1,49.7
63.3,60,15.3,14.9,5.1,49.7
63.3,60,15.3,14.9,5.1,49.7
63.3,60,15.3,14.9,5,49.8
63.1,59.9,15.2,14.9,5,49.8
63.2,59.9,15.2,14.9,5,49.8
63.2,59.9,15.2,14.9,5,49.8
63.2,59.9,15.2,14.9,5,49.8
63.1,59.9,15.2,14.9,5,49.8
63.1,60,15.2,14.9,5.1,49.8
63,60,15.2,14.9,5,49.8
63.1,60,15.2,14.9,5,50
62.9,60,15.2,14.9,5,50
63,60,15.2,14.9,5.1,49.7
63,60,15.2,14.9,5,49.7
63,60,15.2,14.9,5.1,49.7
63,60,15.3,14.9,5.1,49.7
62.9,60,15.2,14.9,5,49.7
62.8,60,15.2,14.9,5,49.7
62.9,60,15.2,14.9,5.1,49.7
62.8,60,15.3,14.9,5,49.7
62.8,60,15.2,14.9,5.1,49.7
62.8,60,15.2,14.9,5,49.7
62.8,60,15.2,14.9,5,49.7
62.7,60,15.3,14.9,5,49.9
62.7,60,15.2,14.9,5,49.7
62.6,60,15.2,14.9,5.1,49.7
62.5,60,15.3,14.9,5,49.8
62.6,60,15.2,14.9,4.9,49.8
62.5,60,15.2,14.9,5,49.8
62.5,60,15.2,14.9,4.9,49.7
62.5,60,15.2,14.9,5,49.7
62.4,60,15.2,14.9,5.1,49.7
62.3,60,15.2,14.9,5,49.7
62.2,60,15.2,14.9,5,49.9
62.3,60,15.2,14.9,5.1,49.9
62.2,60,15.1,14.9,5,50
62.2,60,15.2,14.9,5,50
62.1,60,15.2,14.9,5.1,50
62.1,60,15.2,14.9,5.1,50
62.1,60,15.2,14.9,5,50
62.1,60,15.3,14.9,5,50
62,60,15.3,14.9,5,50
61.9,60,15.2,14.9,5,50
61.8,60,15.2,14.9,5.1,49.9
61.8,60,15.2,14.9,5,49.9
61.7,60,15.2,14.9,5,50
61.7,60,15.2,14.9,5,50
61.6,60,15.2,14.9,5,50
61.5,60,15.2,14.9,5,50
61.5,60,15.2,14.9,5,50
61.3,60,15.2,14.9,5,50
61.3,60,15.2,14.7,5,50
61.2,60,15.2,15,5,50
61.2,60,15.2,15,4.9,50
61,59.9,15.2,15,5,49.9
60.8,59.9,15.3,15,5.1,49.9
60.6,59.9,15.3,15,5,49.9
60.3,59.9,15.2,15,5,49.9
60.2,59.9,15.2,15,5,49.9
60.1,59.9,15.2,15,5.1,49.9
60.2,59.9,15.2,15,5,49.9
60.2,59.9,15.3,15,5,49.9
60.2,59.9,15.3,15,5,49.9
60.3,59.9,15.2,15,5,49.9
60.3,59.9,15.2,15,5.1,49.9
63.1,59.9,15.7,15.1,6.6,48.6
63.1,59.9,15.8,15.1,6.5,48.6
63.1,59.9,15.8,15.1,6.6,48.6
63.1,59.9,15.9,15.1,6.7,48.6
63.2,59.9,15.9,15.1,6.6,48.6
63.2,59.9,15.8,15.1,6.5,48.6
63,59.9,15.8,15.1,6.6,48.6
63.1,59.9,15.8,15.1,6.6,48.6
63.1,59.9,15.8,15.1,6.6,48.6
63.1,59.9,15.7,15.1,6.5,48.6
63.1,59.9,15.8,15.1,6.6,48.6
63.1,59.9,15.8,15.1,6.6,48.6
63.1,59.9,15.7,15.1,6.6,48.6
63,59.9,15.7,15.1,6.5,48.6
63.1,59.9,15.8,15.1,6.6,48.6
63,59.9,15.9,15.1,6.6,48.6
63.1,59.9,15.8,15.1,6.6,48.6
63.1,59.9,15.9,15.1,6.7,48.6
63.1,59.9,15.8,15.1,6.6,48.6
63.1,59.9,15.7,15.1,6.6,48.6
63.1,59.9,15.8,15.1,6.6,48.6
63.1,59.9,15.7,15.1,6.6,48.6
63,59.9,15.8,15.1,6.7,48.6
63.1,59.9,15.9,15.1,6.6,48.6
63.1,59.9,15.7,15.1,6.6,48.6
63.1,59.9,15.8,15.1,6.5,48.6
63.1,59.9,15.8,15.1,6.7,48.4
63.2,59.9,15.8,15.1,6.7,48.4
63.1,59.9,15.8,15.1,6.6,48.4
63.1,59.9,15.7,15.1,6.6,48.6
63.2,59.9,15.8,15.1,6.7,48.4
63.3,59.9,15.8,15.1,6.6,48.4
63.2,59.9,15.8,15.1,6.5,48.4
63.2,59.9,15.8,15.1,6.6,48.4
63.3,59.9,15.9,15.1,6.5,48.4
63.3,59.7,15.9,15.1,6.5,48.4
63.3,59.9,15.8,15.1,6.5,48.4
63.3,59.9,15.8,15.1,6.5,48.4
63.2,59.9,15.8,15.1,6.5,48.4
63.2,59.9,15.7,15.1,6.5,48.4
63.2,59.9,15.7,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.4,48.6
63.2,59.9,15.8,15.1,6.6,48.4
63.2,59.9,15.8,15.1,6.4,48.6
63.2,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.5,48.6
63.3,59.9,15.8,15.1,6.5,48.6
63.3,59.9,15.8,15.1,6.5,48.6
63.3,59.9,15.8,15.1,6.7,48.6
63.2,59.9,15.9,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.6,48.6
63.2,59.9,15.7,15.1,6.9,48.6
63.2,59.9,15.8,15.1,6.6,48.6
63.2,59.9,15.8,15.1,6.6,48.6
63.2,59.9,15.8,15.1,6.6,48.7
63.2,59.9,15.8,15.1,6.7,48.6
63.2,59.9,15.8,15.1,6.6,48.8
63.2,59.9,15.8,15.1,6.6,48.7
63.1,59.9,15.8,15.1,6.5,48.7
63.1,59.9,15.9,15.1,6.6,48.7
63.1,59.9,15.9,15.1,6.6,48.7
63.1,59.9,15.8,15.1,6.6,48.7
63.1,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.9,15.1,6.6,48.6
63.2,59.9,15.8,15.1,6.7,48.6
63.2,59.9,15.8,15.1,6.6,48.6
63.2,59.9,15.8,15.1,6.6,48.8
63.2,59.9,15.8,15.1,6.5,48.8
63.2,59.9,15.8,15.1,6.6,48.8
63.2,59.9,15.8,15.1,6.5,48.8
63.2,59.9,15.8,15.1,6.5,48.6
63.1,59.9,15.8,15.1,6.5,48.6
63.1,59.9,15.8,15.1,6.6,48.7
63.1,59.9,15.9,15.1,6.6,48.7
63.1,59.9,15.9,15.1,6.6,48.7
63.1,59.9,15.8,15.1,6.6,48.7
63.1,59.9,15.8,15.1,6.6,48.7
63.1,59.9,15.8,15.1,6.5,48.6
63.1,59.9,15.8,15.1,6.6,48.8
63.2,59.9,15.8,15.1,6.5,48.8
63.2,59.9,15.8,15.1,6.7,48.8
63.2,59.9,15.8,15.1,6.6,48.8
63.2,59.9,15.8,15.1,6.6,48.8
63.2,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.5,48.6
63.3,59.9,15.8,15.1,6.6,48.6
63.1,59.9,15.8,15.1,6.5,48.6
63.1,59.9,15.8,15.1,6.5,48.6
63.1,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.9,15.1,6.5,48.8
63.2,59.9,15.8,15.1,6.5,48.8
63.2,59.9,15.8,15.1,6.5,48.8
63.1,59.9,15.8,15.1,6.6,48.6
63.1,59.9,15.8,15.1,6.6,48.6
63.1,59.9,15.8,15.1,6.6,48.6
63.2,59.9,15.8,15.1,6.6,48.8
63.1,59.9,15.8,15.1,6.6,48.8
63.2,59.9,15.8,15.1,6.6,48.8
63.2,59.9,15.8,15.3,6.6,48.8
63.1,59.9,15.8,15.1,6.5,48.8
63.1,59.9,15.9,15.1,6.6,48.6
63.2,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.9,15.1,6.6,48.6
63.1,59.9,15.8,15.1,6.6,48.6
63.2,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.6,48.6
63.1,59.9,15.8,15.1,6.7,48.6
63.1,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.6,48.6
63.2,59.9,15.8,15.3,6.6,48.6
63.2,59.9,15.8,15.1,6.6,48.7
63.2,59.9,15.8,15.1,6.6,48.7
63.2,59.9,15.8,15.1,6.6,48.7
63.2,59.9,15.8,15.1,6.6,48.7
63.2,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.6,48.6
63.2,59.9,15.8,15.1,6.7,48.6
63.2,59.9,15.8,15.1,6.7,48.6
63.2,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.6,48.6
63.1,59.9,15.8,15.1,6.5,48.7
63.1,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.9,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.7,48.6
63.2,59.9,15.8,15.1,6.6,48.8
63.2,59.9,15.8,15.1,6.6,48.8
63.1,59.9,15.9,15.1,6.6,48.8
63.2,59.9,15.8,15.1,6.8,48.8
63.2,59.9,15.8,15.1,6.7,48.8
63.2,59.9,15.8,15.1,6.8,48.8
63.2,59.8,15.8,15.1,6.7,48.8
63.2,59.9,15.8,15.1,6.7,48.8
63.2,59.9,15.8,15.1,6.5,48.8
63.2,59.9,15.8,15.1,6.6,48.8
63.2,59.9,15.8,15.1,6.5,48.8
63.2,59.9,15.8,15.1,6.6,48.6
63.2,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.6,48.6
63.2,59.9,15.8,15.1,6.5,48.6
63.2,59.9,15.8,15.1,6.6,48.6
63.2,59.9,15.8,15.1,6.6,48.6
63.2,59.9,16,15.1,6.6,48.6
63.2,59.9,16.2,15.1,6.5,48.8
63.2,59.9,16.3,15.1,6.6,48.6
63.2,59.9,16.6,15.1,6.6,48.6
63.1,59.9,16.8,15.1,6.6,48.6
63.2,59.9,17,15.1,6.6,48.6
63.2,59.9,17,15.1,6.6,48.6
63.1,59.9,17.1,15.1,6.6,48.6
63.1,59.9,17.4,15.1,6.6,48.6
63.1,59.9,17.5,15.1,6.6,48.6
63.2,59.9,17.6,15.1,6.6,48.6
63.2,59.9,17.8,15.1,6.6,48.6
63.2,59.9,17.8,15.3,6.6,48.6
63.3,59.9,17.9,15.3,6.6,48.8
63.2,59.9,17.9,15.1,6.6,48.6
63.2,59.9,17.9,15.1,6.6,48.6
63.2,59.9,17.9,15.1,6.6,48.8
63.2,59.9,17.9,15.1,6.6,48.6
63.2,59.9,17.8,15.1,6.6,48.6
63.1,59.9,17.8,15.1,6.5,48.6
63.1,59.9,17.8,15.1,6.6,48.6
63.2,59.9,18,15.1,6.6,48.6
63.2,59.9,18,15.1,6.6,48.6
63.3,59.9,17.9,15.3,6.6,48.6
63.2,59.9,18,15.3,6.6,48.6
63.7,59.9,15.8,15.1,6,47.9
63.6,59.9,15.7,15.1,6,48.2
63.6,59.9,15.7,15.1,6,48.2
63.6,59.9,15.7,15.1,6,48.2
63.6,59.9,15.8,15.1,6,48.2
63.7,59.9,15.9,15.1,5.9,48.2
63.7,59.9,15.8,15.1,6,48.5
63.7,59.9,15.9,15.1,6,48.5
63.7,59.9,15.8,15.1,6,48.5
63.7,59.9,15.9,15.1,6.1,48.5
63.7,59.9,15.8,15.1,6,48.5
63.6,59.9,15.8,15.1,5.9,48.5
63.7,59.9,15.9,15.1,6,48.7
63.7,59.9,15.8,15.1,6,48.7
63.7,59.9,15.8,15.1,6,48.7
63.6,59.9,15.9,15.1,6,48.7
63.6,59.9,15.8,15.1,6,49
63.6,59.9,15.8,15.1,6,49
63.6,59.9,15.8,15.1,6,49
63.7,59.9,15.8,15.1,6,49
63.7,59.9,15.8,15.1,6,49
63.7,59.9,15.9,15.1,6,49
63.6,59.9,15.7,15.1,6,49
63.6,59.9,15.7,15.1,6,49
63.6,59.9,15.8,15.1,5.9,49
63.7,59.9,15.9,15.1,5.9,49
63.6,60,15.9,15.1,6,49
63.7,60,15.9,15.1,6,49
63.7,60,15.9,15.1,6.1,49
63.6,60,15.9,15.1,6,49
63.6,60,15.8,15.1,6,49.2
63.7,60,15.8,15.1,6,49.2
63.7,60,15.7,15.1,5.9,49.2
63.7,60,15.8,15.1,6,49.2
63.7,60,15.9,15.1,6,49.2
63.6,60,15.8,15.1,6,49.2
63.6,60,15.9,15.1,6,49.2
63.7,60,15.8,15.1,6.1,49.2
63.7,60,15.8,15.1,6,49.2
63.6,60,15.8,15.1,6,49.2
63.6,60,15.9,15.1,5.9,49.2
63.6,60,15.9,15.1,6,49.2
63.6,60,15.9,15.1,5.9,49.2
63.7,60,15.8,15.1,6,49.2
63.7,60,15.8,15.1,5.9,49.2
63.6,60,15.9,15.1,6,49.2
63.6,60,15.9,15.1,6,49.2
63.7,60,15.8,15.1,6.1,49.2
63.7,60,16,15.1,6,49.2
63.7,60,15.9,15.1,6,49.2
63.7,60,15.8,15.1,5.9,49.2
63.7,60,15.9,15.1,6,49.2
63.7,60.1,15.8,15.1,5.9,49.2
63.7,60.1,15.9,15.1,5.9,49.2
63.6,60.1,15.8,15.1,6,49.2
63.7,60.1,15.9,15.1,6,49.2
63.6,60.1,15.8,15.1,6,49.2
63.7,60.1,15.9,15.1,6,49.2
63.6,60.1,16,15.1,6,49.2
63.6,60.1,15.9,15.1,6,49.2
63.6,60.1,15.9,15.1,6,49.3
63.6,60.1,15.9,15.1,6,49.3
63.6,60.1,16,15.1,6,49.3
63.7,60.1,16,15.1,6,49
63.6,60.1,16,15.1,6,49
63.6,60.1,16,15.1,6,49
63.7,60.1,16,15.1,6,49.2
63.6,60.1,16.1,15.1,6,49.2
63.6,60.1,16.1,15.1,6,49.2
63.6,60.1,16.1,15.1,6,49.1
63.6,60.1,16.2,15.1,6,49.1
63.7,60.1,16.1,15.1,6,49.1
63.6,60.1,16.1,15.1,6,49.1
63.6,60.1,16.1,15.1,6,49.1
63.7,59.9,16.2,15.1,5.9,49.1
63.7,59.9,16.1,15.1,6,49.1
63.6,59.9,16.1,15.1,6.1,49.1
63.7,60.1,16.2,15.1,6,49.1
63.7,60.1,16.2,15.1,6,49.1
